WKT,nama,deskripsi
"POLYGON ((106.8509863 -6.2328481, 106.850643 -6.2331681, 106.8505357 -6.233808, 106.8510721 -6.2346186, 106.8518661 -6.2352372, 106.8525098 -6.2356211, 106.8526815 -6.2362824, 106.8518017 -6.2393113, 106.8517159 -6.2400152, 106.8523381 -6.241551, 106.8527673 -6.2421696, 106.8533252 -6.242063, 106.8537114 -6.2418496, 106.8537114 -6.241551, 106.8531964 -6.2411244, 106.8530033 -6.2402712, 106.8530033 -6.2393966, 106.853411 -6.2382235, 106.853647 -6.2370076, 106.8535398 -6.2358984, 106.8532393 -6.2346399, 106.852896 -6.2347039, 106.8528317 -6.2344693, 106.8527029 -6.2335307, 106.8516515 -6.2335094, 106.8513082 -6.2334027, 106.8512867 -6.2330188, 106.8509863 -6.2328481))",Tebet Echo Park,
