WKT,nama,deskripsi
"POLYGON ((106.7952717 -6.2153915, 106.7944993 -6.2159034, 106.793641 -6.216714, 106.792096 -6.2197431, 106.7900361 -6.2232414, 106.7888344 -6.2261425, 106.791066 -6.2281049, 106.7950143 -6.2277636, 106.796645 -6.2287875, 106.79819 -6.2283609, 106.7999924 -6.2286169, 106.8039406 -6.2255452, 106.8099488 -6.2208523, 106.8109788 -6.2186339, 106.8109788 -6.2176953, 106.8066872 -6.2124904, 106.7981042 -6.2147942, 106.7961301 -6.2147089, 106.7952717 -6.2153915))",Gelora Bung Karno,
