WKT,nama,deskripsi
"POLYGON ((110.0287796 -7.8954776, 110.1372696 -7.9526051, 110.3309037 -8.0246832, 110.3830887 -8.0845119, 110.5726029 -8.1443317, 110.6975724 -8.1919093, 110.742891 -8.2027834, 110.8239151 -8.2055018, 110.8321549 -8.1783163, 110.8088089 -8.1511289, 110.7868363 -8.1511289, 110.7827164 -8.0722749, 110.752504 -8.0382814, 110.7689835 -7.9607655, 110.7840897 -7.8737126, 110.7909562 -7.8329003, 110.7648636 -7.8111321, 110.7593705 -7.8301793, 110.7442643 -7.808411, 110.7126786 -7.7934446, 110.6824662 -7.8124926, 110.6687333 -7.7934446, 110.6179215 -7.8016081, 110.578096 -7.8002476, 110.5890824 -7.792084, 110.55887 -7.7839202, 110.5300309 -7.7907234, 110.5149247 -7.7757563, 110.4915787 -7.7607888, 110.4627396 -7.6042779, 110.4462601 -7.5402961, 110.3995682 -7.5865818, 110.3432633 -7.6260568, 110.3020645 -7.657362, 110.2732254 -7.7063568, 110.2636124 -7.6927477, 110.2649857 -7.6532788, 110.2594925 -7.6383069, 110.2443863 -7.6478345, 110.2224137 -7.6505567, 110.1949479 -7.6423902, 110.1455094 -7.6491956, 110.1207901 -7.6696112, 110.1358963 -7.6913867, 110.1304032 -7.730852, 110.1098038 -7.7675923, 110.0837113 -7.8016081, 110.058992 -7.8138532, 110.0576187 -7.8342608, 110.0425125 -7.8505861, 110.0425125 -7.8723523, 110.0287796 -7.8954776))",DIY Yogyakarta
,
