WKT,nama,deskripsi
"POLYGON ((106.882176 -6.2953558, 106.8832918 -6.2988536, 106.8844076 -6.302394, 106.8863817 -6.3042709, 106.8915315 -6.3057212, 106.8977113 -6.3075554, 106.9010587 -6.3098588, 106.9031616 -6.3110105, 106.906509 -6.311437, 106.91359 -6.3117356, 106.9162508 -6.3056785, 106.9111867 -6.305252, 106.9126029 -6.3014556, 106.9098993 -6.2997494, 106.9064661 -6.2988962, 106.9011016 -6.2974459, 106.8987842 -6.2983417, 106.8948789 -6.297318, 106.8918319 -6.2968061, 106.8896003 -6.2952704, 106.88724 -6.2947586, 106.8840642 -6.2950998, 106.882176 -6.2953558))",TMII,
