WKT,nama,deskripsi
"POLYGON ((106.7477597 -6.3627682, 106.7426098 -6.4013232, 106.7402066 -6.4050762, 106.7326535 -6.4228172, 106.7340267 -6.4477219, 106.7546261 -6.4490865, 106.7796887 -6.4436281, 106.7834652 -6.4531803, 106.7893017 -6.4763778, 106.7992581 -6.479448, 106.8215741 -6.4777423, 106.8452633 -6.4828592, 106.8538464 -6.4640969, 106.8648327 -6.4497688, 106.8850888 -6.4357815, 106.8974484 -6.4292994, 106.8974484 -6.4037115, 106.8947018 -6.3880169, 106.8936718 -6.3702747, 106.8806256 -6.364133, 106.8748366 -6.3616683, 106.8699826 -6.3569676, 106.8593396 -6.3549203, 106.8517865 -6.3412716, 106.8394268 -6.3463899, 106.8318737 -6.3552615, 106.8143643 -6.3596973, 106.8071545 -6.365839, 106.7968548 -6.3651566, 106.7886151 -6.3590149, 106.8030346 -6.3231865, 106.7882717 -6.3252339, 106.7776287 -6.3313761, 106.7724789 -6.3521906, 106.7584027 -6.3607209, 106.7477597 -6.3627682))",Kota Depok,
