WKT,nama,deskripsi
"POLYGON ((106.7258345 -6.0899954, 106.699742 -6.0988714, 106.688069 -6.0961403, 106.688069 -6.1077472, 106.6949355 -6.1091127, 106.6860091 -6.1207192, 106.6915023 -6.1357391, 106.6853224 -6.1446143, 106.6860091 -6.1589508, 106.6894423 -6.171239, 106.7237746 -6.1930838, 106.7224013 -6.2087843, 106.7169081 -6.2244842, 106.7416274 -6.2272146, 106.7478072 -6.2429141, 106.7553603 -6.2572479, 106.7498671 -6.2715814, 106.7601668 -6.2763591, 106.7684065 -6.2941046, 106.7821395 -6.324134, 106.8096053 -6.3159443, 106.7938124 -6.3446076, 106.7917525 -6.3630331, 106.8068587 -6.3630331, 106.8164717 -6.3568914, 106.8370711 -6.3521144, 106.8363845 -6.3446076, 106.8514907 -6.3384656, 106.8611037 -6.3589386, 106.8707167 -6.3541617, 106.8748366 -6.3616683, 106.8878829 -6.3698573, 106.9029891 -6.3664452, 106.914662 -6.3582562, 106.9194686 -6.3200392, 106.9208419 -6.3016121, 106.9139754 -6.2988821, 106.9084822 -6.2722639, 106.9077956 -6.2572479, 106.9222151 -6.2497398, 106.9435012 -6.2517874, 106.9483077 -6.2183408, 106.9661605 -6.207419, 106.9716536 -6.1842095, 106.9695937 -6.0947748, 106.9277083 -6.0988714, 106.8817031 -6.0954576, 106.8528639 -6.1173056, 106.8336379 -6.1234502, 106.8247115 -6.1159401, 106.8102919 -6.1220847, 106.8034255 -6.0988714, 106.7896926 -6.0934093, 106.7883193 -6.1070644, 106.7677199 -6.0981886, 106.7464339 -6.1022852, 106.7601668 -6.079071, 106.7512404 -6.0722431, 106.7402541 -6.085216, 106.7313277 -6.0818021, 106.7258345 -6.0899954))",Kota DKI Jakarta
,
