WKT,nama,deskripsi
"POLYGON ((106.8153265 -6.2972423, 106.813567 -6.3111055, 106.8124512 -6.3158828, 106.8174294 -6.3170772, 106.8250683 -6.3187834, 106.8259695 -6.3113614, 106.8264416 -6.3116173, 106.8270853 -6.3090153, 106.8274286 -6.307693, 106.8268278 -6.3050484, 106.8263558 -6.2992045, 106.8210772 -6.2982234, 106.8153265 -6.2972423))",Kebun Binatang Ragunan,
